1856.834412,
1853.469849,
1852.760315,
1846.115112,
1845.848083,
1842.407227,
1835.815430,
1809.570312,
1784.133911,
1753.128052,
1734.085083,
1738.845825,
1744.384766,
1754.592896,
1765.701294,
1775.802612,
1797.462463,
1830.078125,
1852.394104,
1855.613708,
1857.078552,
1849.632263,
1848.434448,
1848.144531,
1852.806091,
1849.655151,
1846.290588,
1848.365784,
1852.005005,
1850.608826,
1849.197388,
1871.925354,
1860.916138,
1850.173950,
1852.493286,
1851.440430,
1853.317261,
1851.974487,
1855.003357,
1853.683472,
1854.446411,
1851.272583,
1850.074768,
1853.561401,
1853.683472,
1855.003357,
1847.854614,
1933.616638,
2005.783081,
1961.326599,
1939.865112,
1883.911133,
1854.660034,
1914.772034,
1927.932739,
1915.016174,
1905.662537,
1864.112854,
1858.154297,
1865.600586,
1896.774292,
1886.695862,
1881.568909,
1860.206604,
1859.085083,
1858.642578,
1881.568909,
1877.273560,
1873.657227,
1866.409302,
1854.049683,
1787.574768,
1751.441956,
1733.299255,
1726.272583,
1734.054565,
1779.075623,
1844.924927,
1862.228394,
1970.291138,
1926.246643,
1903.076172,
1904.052734,
1861.083984,
1862.037659,
1892.211914,
1889.038086,
1886.817932,
1870.216370,
1857.055664,
1869.674683,
1881.492615,
1875.244141,
1866.165161,
1866.088867,
1867.553711,
1865.257263,
1868.118286,
1835.525513,
1782.913208,
1758.567810,
1750.610352,
1753.982544,
1749.366760,
1753.585815,
1762.084961,
1779.762268,
1817.626953,
1856.468201,
1866.088867,
1868.041992,
1859.542847,
1864.013672,
1867.111206,
1874.221802,
1862.083435,
1864.257812,
1862.648010,
1865.432739,
1858.497620,
1860.031128,
1863.868713,
1866.012573,
1866.065979,
1861.793518,
1857.887268,
1862.083435,
1862.449646,
1858.276367,
1856.765747,
1861.717224,
1862.228394,
1861.984253,
1864.036560,
1858.520508,
1861.206055,
1865.890503,
1863.525391,
1859.451294,
1863.868713,
1860.862732,
1864.669800,
1862.548828,
1864.181519,
1862.937927,
1868.431091,
1863.693237,
1862.472534,
1863.937378,
1859.642029,
1863.136292,
1861.427307,
1862.449646,
1867.210388,
1863.113403,
1867.507935,
1875.854492,
1897.140503,
1896.385193,
1887.207031,
1882.423401,
1885.154724,
1879.760742,
1879.249573,
1878.761292,
1879.127502,
1871.803284,
1870.140076,
1868.972778,
1857.620239,
1850.730896,
1845.092773,
1843.673706,
1833.274841,
1829.879761,
1831.909180,
1831.443787,
1827.713013,
1830.764771,
1836.715698,
1831.321716,
1834.716797,
1835.350037,
1837.646484,
1840.286255,
1840.599060,
1838.012695,
1840.110779,
1844.825745,
1845.870972,
1842.575073,
1849.098206,
1861.961365,
1872.192383,
1883.911133,
1887.130737,
1879.684448,
1887.496948,
1889.236450,
1888.427734,
1885.330200,
1887.062073,
1887.817383,
1886.817932,
1884.933472,
1879.837036,
1878.196716,
1877.586365,
1878.952026,
1879.196167,
1873.336792,
1875.686646,
1874.977112,
1871.070862,
1870.140076,
1871.192932,
1865.234375,
1858.055115,
1851.882935,
1848.487854,
1847.045898,
1847.068787,
1848.899841,
1844.284058,
1847.290039,
1846.633911,
1852.806091,
1850.563049,
1852.684021,
1850.418091,
1851.196289,
1851.661682,
1849.021912,
1859.840393,
1863.357544,
1865.089417,
1862.350464,
1868.995667,
1862.525940,
1867.919922,
1873.512268,
1875.221252,
1871.582031,
1871.261597,
1874.122620,
1878.028870,
1875.144958,
1875.999451,
1877.296448,
1873.313904,
1873.168945,
1875.221252,
1874.343872,
1873.458862,
1873.802185,
1871.215820,
1875.267029,
1869.972229,
1868.942261,
1869.552612,
1869.949341,
1863.624573,
1864.524841,
1869.552612,
1866.088867,
1866.065979,
1866.500854,
1863.670349,
1867.721558,
1868.942261,
1866.333008,
1866.111755,
1860.939026,
1863.258362,
1860.374451,
1856.613159,
1861.450195,
1856.643677,
1861.160278,
1858.322144,
1856.422424,
1859.474182,
1854.492187,
1858.764648,
1860.229492,
1857.643127,
1856.887817,
1852.272034,
1854.736328,
1854.934692,
1857.666016,
1860.816956,
1857.376099,
1861.793518,
1864.379883,
1862.159729,
1860.206604,
1866.920471,
1872.879028,
1878.273010,
1871.238708,
1874.267578,
1875.709534,
1873.435974,
1875.686646,
1872.146606,
1878.707886,
1875.808716,
1878.906250,
1872.512817,
1875.564575,
1873.367310,
1875.877380,
1875.953674,
1871.925354,
1872.779846,
1873.634338,
1868.087769,
1872.169495,
1874.412537,
1874.366760,
1871.337891,
1867.721558,
1871.902466,
1870.925903,
1871.948242,
1873.268127,
1865.013123,
1866.531372,
1863.815308,
1865.211487,
1858.154297,
1853.981018,
1853.439331,
1856.765747,
1849.075317,
1850.242615,
1854.324341,
1852.706909,
1857.864380,
1850.929260,
1853.004456,
1853.103638,
1852.615356,
1852.027893,
1852.096558,
1857.620239,
1861.404419,
1860.816956,
1867.042542,
1861.572266,
1858.718872,
1863.525391,
1865.188599,
1867.820740,
1869.773865,
1868.286133,
1867.286682,
1872.703552,
1876.022339,
1878.982544,
1882.812500,
1874.412537,
1882.980347,
1877.952576,
1878.616333,
1878.273010,
1875.564575,
1876.663208,
1880.836487,
1875.877380,
1877.929687,
1879.028320,
1877.929687,
1874.778748,
1874.465942,
1872.703552,
1870.071411,
1867.553711,
1867.774963,
1865.280151,
1868.064880,
1865.646362,
1857.666016,
1853.103638,
1856.277466,
1851.707458,
1852.706909,
1854.492187,
1854.591370,
1853.469849,
1853.393555,
1855.514526,
1855.667114,
1851.882935,
1847.946167,
1852.340698,
1851.951599,
1849.166870,
1855.735779,
1858.596802,
1859.329224,
1862.625122,
1867.752075,
1869.117737,
1873.313904,
1873.191833,
1877.197266,
1878.250122,
1878.784180,
1879.249573,
1876.419067,
1880.813599,
1880.126953,
1875.709534,
1876.998901,
1875.778198,
1869.186401,
1867.309570,
