1847.702026,
1842.971802,
1846.069336,
1846.847534,
1844.680786,
1841.995239,
1847.389221,
1847.610474,
1851.219177,
1847.579956,
1847.755432,
1854.469299,
1856.323242,
1864.578247,
1880.470276,
1889.694214,
1891.601562,
1892.967224,
1884.521484,
1884.422302,
1877.120972,
1868.942261,
1871.559143,
1867.088318,
1864.723206,
1864.479065,
1861.427307,
1863.136292,
1854.957581,
1856.689453,
1853.439331,
1856.002808,
1852.859497,
1842.941284,
1846.458435,
1845.046997,
1844.604492,
1839.523315,
1833.419800,
1827.682495,
1823.753357,
1818.435669,
1817.459106,
1814.743042,
1818.946838,
1822.921753,
1821.067810,
1812.301636,
1808.937073,
1798.973083,
1802.391052,
1804.588318,
1800.582886,
1799.880981,
1799.728394,
1800.170898,
1801.559448,
1797.584534,
1786.621094,
1783.004761,
1782.737732,
1776.489258,
1769.287109,
1763.839722,
1750.808716,
1746.803284,
1759.254456,
1765.403748,
1789.283752,
1814.796448,
1849.243164,
1883.468628,
1914.596558,
1925.247192,
1931.053162,
1940.673828,
1935.714722,
1932.540894,
1926.437378,
1927.902222,
1931.053162,
1925.369263,
1920.387268,
1925.903320,
1926.467896,
1919.235229,
1916.404724,
1908.203125,
1910.232544,
1908.081055,
1901.634216,
1896.972656,
1897.338867,
1895.339966,
1896.926880,
1892.166138,
1887.428284,
1885.643005,
1879.928589,
1882.324219,
1879.028320,
1878.639221,
1875.000000,
1866.432190,
1866.455078,
1856.643677,
1824.485779,
1803.024292,
1804.100037,
1803.146362,
1797.996521,
1797.996521,
1792.457581,
1796.188354,
1796.997070,
1790.969849,
1797.142029,
1795.700073,
1797.462463,
1790.359497,
1796.607971,
1799.758911,
1798.240662,
1796.707153,
1794.700623,
1800.949097,
1806.884766,
1802.490234,
1803.955078,
1811.080933,
1811.843872,
1814.865112,
1823.707581,
1836.692810,
1851.242065,
1863.327026,
1881.004333,
1929.153442,
1942.184448,
1930.763245,
1943.481445,
1942.947388,
1930.786133,
1929.054260,
1931.541443,
1928.100586,
1936.012268,
1912.742615,
1923.194885,
1914.184570,
1909.866333,
1904.953003,
1904.464722,
1904.441833,
1894.264221,
1889.892578,
1886.108398,
1891.723633,
1885.055542,
1883.399963,
1882.858276,
1881.790161,
1878.616333,
1875.587463,
1874.679565,
1873.977661,
1871.192932,
1866.432190,
1861.282349,
1842.308044,
1829.322815,
1817.184448,
1814.895630,
1818.313599,
1811.134338,
1812.423706,
1807.861328,
1808.761597,
1803.199768,
1806.373596,
1806.373596,
1808.914185,
1803.443909,
1805.007935,
1809.349060,
1804.519653,
1805.953979,
1813.430786,
1813.278198,
1820.632935,
1820.167542,
1822.677612,
1825.660706,
1829.101562,
1836.936951,
1838.966370,
1861.961365,
1888.328552,
1908.523560,
1941.040039,
1953.880310,
1943.435669,
1933.616638,
1940.597534,
1940.284729,
1927.291870,
1925.559998,
1922.828674,
1920.944214,
1915.603638,
1912.765503,
1902.976990,
1909.324646,
1906.394958,
1903.884888,
1897.216797,
1888.671875,
1889.816284,
1887.130737,
1888.572693,
1884.521484,
1886.917114,
1881.202698,
1880.149841,
1875.564575,
1875.877380,
1864.624023,
1863.037109,
1858.863831,
1854.347229,
1851.638794,
1845.413208,
1841.232300,
1838.401794,
1821.823120,
1812.232971,
1816.871643,
1816.871643,
1823.684692,
1822.555542,
1823.143005,
1824.684143,
1826.026917,
1830.101013,
1826.095581,
1830.734253,
1832.687378,
1830.856323,
1829.933167,
1831.542969,
1833.007812,
1837.989807,
1833.862305,
1839.431763,
1843.429565,
1845.779419,
1851.119995,
1856.956482,
1869.651794,
1901.634216,
1913.253784,
1923.851013,
1931.495667,
1931.884766,
1930.862427,
1932.350159,
1922.897339,
1917.434692,
1905.441284,
1902.832031,
1901.687622,
1895.240784,
1898.147583,
1896.461487,
1889.427185,
1887.527466,
1888.183594,
1885.208130,
1884.742737,
1883.422852,
1885.665894,
1880.981445,
1874.923706,
1869.728088,
1871.315002,
1873.268127,
1869.705200,
1871.536255,
1870.437622,
1871.093750,
1866.775513,
1865.112305,
1864.822388,
1867.263794,
1863.449097,
1859.642029,
1844.505310,
1837.356567,
1828.292847,
1823.341370,
1820.411682,
1820.579529,
1818.260193,
1821.731567,
1822.555542,
1828.956604,
1827.049255,
1834.548950,
1831.787109,
1829.788208,
1833.030701,
1840.774536,
1835.372925,
1840.011597,
1839.477539,
1840.820312,
1841.674805,
1843.727112,
1845.291138,
1848.854065,
1855.690002,
1859.939575,
1865.768433,
1873.779297,
1879.562378,
1892.478943,
1902.542114,
1901.565552,
1909.133911,
1900.123596,
1901.344299,
1895.729065,
1896.995544,
1889.427185,
1896.316528,
1893.432617,
1888.870239,
1890.670776,
1885.475159,
1887.107849,
1891.555786,
1887.771606,
1888.816833,
1886.840820,
1884.056091,
1881.713867,
1883.766174,
1885.009766,
1879.394531,
1882.202148,
1877.662659,
1877.662659,
1874.313354,
1877.075195,
1869.674683,
1865.623474,
1866.065979,
1868.675232,
1866.233826,
1854.934692,
1847.190857,
1842.796326,
1842.308044,
1837.112427,
1837.890625,
1832.885742,
1836.502075,
1836.914062,
1839.012146,
1842.086792,
1845.504761,
1842.605591,
1843.727112,
1845.169067,
1844.314575,
1842.575073,
1841.064453,
1845.825195,
1846.511841,
1854.003906,
1854.347229,
1849.487305,
1852.272034,
1856.491089,
1855.079651,
1859.642029,
1857.421875,
1850.852966,
1853.881836,
1859.252930,
1865.699768,
1877.761841,
1894.729614,
1907.081604,
1906.250000,
1910.400391,
1905.616760,
1904.518127,
1899.826050,
1891.189575,
1897.117615,
1895.530701,
1889.770508,
1894.874573,
1889.991760,
1888.504028,
1889.793396,
1891.311646,
1889.236450,
1886.352539,
1885.620117,
1888.870239,
1885.665894,
1887.794495,
1883.201599,
1882.957458,
1881.202698,
1877.120972,
1881.248474,
1875.656128,
1876.510620,
1879.127502,
1874.588013,
1875.656128,
1871.047974,
1867.675781,
1869.918823,
