-1,-1,-1,-1
99.35,0.00,0,0
99.34,0.00,0,0
99.35,0.00,0,0
99.34,0.00,0,0
99.35,0.00,0,0
99.35,0.00,0,0
99.34,0.00,0,0
99.35,0.00,0,0
99.34,0.00,0,0
99.35,0.00,0,0
99.34,0.00,0,0
99.35,0.00,0,0
99.35,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.35,0.00,0,0
99.34,0.00,0,0
99.35,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.33,0.00,0,0
99.33,0.00,0,0
99.33,0.00,0,0
99.33,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.33,0.00,0,0
99.33,0.00,0,0
99.33,0.00,0,0
99.33,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.34,0.00,0,0
99.34,0.00,11643,0
99.34,0.00,13172,0
99.34,0.00,13172,0
99.34,0.00,14468,0
99.34,0.00,16258,0
99.35,0.00,19588,0
99.35,0.00,22302,0
99.35,0.00,22302,0
99.35,0.00,24580,0
99.35,0.00,24852,0
99.35,0.00,24852,0
99.35,0.00,23872,0
99.35,0.00,21524,0
99.35,0.00,21524,0
99.35,0.00,16078,0
99.35,0.00,14616,0
99.35,0.00,14616,0
99.35,0.00,16552,0
99.35,0.00,24872,0
99.35,0.00,24872,0
99.35,0.00,24424,0
99.35,0.00,24424,0
99.35,0.00,19968,0
99.35,0.00,28492,0
99.35,0.00,28492,0
99.35,0.00,28740,0
99.35,0.00,30134,0
99.35,0.00,30134,0
99.35,0.00,32502,0
99.36,0.00,32738,0
99.36,0.00,32124,0
99.35,0.00,23842,0
99.35,0.00,20376,0
99.35,0.00,25224,0
99.35,0.00,25224,0
99.35,0.00,21274,0
99.35,0.00,21274,0
99.35,0.00,18332,0
99.35,0.00,16665,0
99.35,0.00,16665,0
99.35,0.00,15149,0
99.35,0.00,13771,0
99.35,0.00,13771,0
99.35,0.00,12519,0
99.35,0.00,11380,0
99.35,0.00,11380,0
99.35,0.00,10345,0
99.35,0.00,10097,0
99.35,0.00,10097,0
99.35,0.00,13816,0
99.35,0.00,19384,0
99.35,0.00,19384,0
99.35,0.00,21222,0
99.35,0.00,21758,0
99.35,0.00,21758,0
99.36,0.00,21396,0
99.36,0.00,22836,0
99.36,0.00,26936,0
99.35,0.00,23890,0
99.35,0.00,19002,0
99.35,0.00,19002,0
99.35,0.00,22316,0
99.35,0.00,24932,0
99.35,0.00,24932,0
99.35,0.00,23422,0
99.35,0.00,22002,0
99.35,0.00,22002,0
99.35,0.00,20672,0
99.35,0.00,19416,0
99.35,0.00,19416,0
99.35,0.00,18240,0
99.35,0.00,17136,0
99.35,0.00,17136,0
99.35,0.00,16097,0
99.35,0.00,15121,0
99.35,0.00,15121,0
99.35,0.00,14204,0
99.35,0.00,14204,0
99.35,0.00,13343,0
99.35,0.00,12535,0
99.35,0.00,12535,0
99.35,0.00,11776,0
99.35,0.00,11062,0
99.35,0.00,10393,0
99.35,0.00,9448,0
99.35,0.00,8589,0
99.35,0.00,8589,0
99.35,0.00,7808,0
99.35,0.00,7098,0
99.35,0.00,7098,0
99.35,0.00,6452,0
99.35,0.00,5865,0
99.35,0.00,5865,0
99.35,0.00,5331,0
99.35,0.00,4846,0
99.35,0.00,4846,0
99.35,0.00,4405,0
99.35,0.00,4004,0
99.35,0.00,4004,0
99.35,0.00,3639,0
99.35,0.00,3639,0
99.35,0.00,3308,0
99.35,0.00,3007,0
99.35,0.00,3007,0
99.35,0.00,2733,0
99.35,0.00,2484,0
99.35,0.00,2484,0
99.35,0.00,2258,0
99.35,0.00,2052,0
99.35,0.00,1865,0
99.35,0.00,1695,0
99.35,0.00,1540,0
99.35,0.00,1540,0
99.35,0.00,1400,0
99.35,0.00,1272,0
99.35,0.00,1272,0
99.35,0.00,1156,0
99.35,0.00,1050,0
99.35,0.00,1050,0
99.35,0.00,954,0
99.35,0.00,954,0
99.35,0.00,867,0
99.35,0.00,788,0
99.35,0.00,788,0
99.35,0.00,716,0
99.35,0.00,650,0
99.35,0.00,650,0
99.35,0.00,590,0
99.35,0.00,536,0
99.35,0.00,536,0
99.35,0.00,487,0
99.35,0.00,442,0
99.35,0.00,442,0
99.35,0.00,401,0
99.35,0.00,364,0
99.35,0.00,330,0
99.35,0.00,300,0
99.35,0.00,272,0
99.35,0.00,272,0
99.35,0.00,247,0
99.35,0.00,224,0
99.35,0.00,224,0
99.35,0.00,203,0
99.35,0.00,184,0
99.35,0.00,184,0
99.34,0.00,167,0
99.34,0.00,151,0
99.34,0.00,151,0
99.34,0.00,137,0
99.35,0.00,124,0
99.35,0.00,124,0
99.35,0.00,112,0
99.35,0.00,101,0
99.35,0.00,101,0
99.35,0.00,91,0
99.35,0.00,82,0
99.35,0.00,82,0
99.35,0.00,74,0
99.35,0.00,67,0
99.35,0.00,67,0
99.35,0.00,60,0
99.34,0.00,60,0
99.34,0.00,54,0
99.34,0.00,49,0
99.34,0.00,44,0
99.35,0.00,40,0
99.35,0.00,36,0
99.35,0.00,32,0
99.35,0.00,29,0
99.35,0.00,26,0
99.35,0.00,23,0
