-1,-1,-1,-1
102.00,0.00,0,0
101.98,0.00,0,0
101.96,0.00,0,0
101.95,0.00,0,0
101.94,0.00,0,0
101.93,0.00,0,0
101.92,0.00,0,0
101.91,0.00,0,0
101.90,0.00,0,0
101.89,0.00,0,0
101.88,0.00,0,0
101.87,0.00,0,0
101.86,0.00,0,0
101.86,0.00,0,0
101.85,0.00,0,0
101.84,0.00,0,0
101.84,0.00,0,0
101.83,0.00,0,0
101.82,0.00,0,0
101.82,0.00,0,0
101.82,0.00,0,0
101.82,0.00,0,0
101.82,0.00,0,0
101.82,0.00,0,0
101.83,0.00,0,0
101.84,0.00,0,0
101.86,0.00,0,0
101.86,0.00,0,0
101.86,0.00,21126,0
101.88,0.00,19880,0
101.88,0.00,25064,0
101.91,0.00,25584,0
101.91,0.00,19540,0
101.91,0.00,21496,0
101.91,0.00,24152,0
101.92,0.00,24438,0
101.92,0.00,22216,0
101.92,0.00,20196,0
101.92,0.00,17570,0
101.95,0.00,11904,0
101.95,0.00,10821,0
101.95,0.00,9837,0
101.95,0.00,10499,0
101.97,0.00,9544,0
101.97,0.00,8676,0
101.97,0.00,7887,0
101.97,0.00,7169,0
101.99,0.00,10131,0
101.99,0.00,10252,0
101.99,0.00,9320,0
101.99,0.00,8472,0
102.01,0.00,7701,0
102.01,0.00,7000,0
102.01,0.00,6363,0
102.02,0.00,5784,0
102.02,0.00,5258,0
102.02,0.00,4780,0
102.02,0.00,4345,0
102.04,0.00,3949,0
102.04,0.00,3589,0
102.04,0.00,3262,0
102.04,0.00,2965,0
102.06,0.00,2695,0
102.06,0.00,2450,0
102.06,0.00,2450,0
102.06,0.00,2227,0
102.07,0.00,2024,0
102.07,0.00,2024,0
102.07,0.00,1839,0
102.07,0.00,1839,0
102.08,0.00,1671,0
102.08,0.00,1519,0
102.08,0.00,1380,0
102.08,0.00,1380,0
102.09,0.00,1254,0
102.09,0.00,1254,0
102.09,0.00,1140,0
102.09,0.00,1036,0
102.10,0.00,1036,0
102.10,0.00,941,0
102.11,0.00,855,0
102.11,0.00,777,0
102.11,0.00,706,0
102.11,0.00,641,0
102.12,0.00,641,0
102.12,0.00,582,0
102.12,0.00,529,0
102.12,0.00,529,0
102.13,0.00,480,0
102.13,0.00,436,0
102.13,0.00,436,0
102.13,0.00,396,0
102.13,0.00,359,0
102.13,0.00,359,0
102.13,0.00,326,0
102.13,0.00,296,0
102.15,0.00,296,0
102.15,0.00,269,0
102.15,0.00,244,0
102.15,0.00,244,0
102.15,0.00,221,0
102.15,0.00,200,0
102.15,0.00,200,0
102.15,0.00,181,0
102.15,0.00,164,0
102.15,0.00,164,0
102.15,0.00,149,0
102.16,0.00,135,0
102.16,0.00,122,0
102.16,0.00,110,0
102.16,0.00,99,0
102.16,0.00,99,0
102.16,0.00,89,0
102.16,0.00,80,0
102.16,0.00,80,0
102.16,0.00,72,0
102.16,0.00,72,0
102.16,0.00,65,0
102.16,0.00,59,0
102.16,0.00,59,0
102.16,0.00,53,0
102.16,0.00,48,0
102.16,0.00,48,0
102.16,0.00,43,0
102.16,0.00,39,0
102.16,0.00,39,0
102.16,0.00,35,0
102.16,0.00,31,0
102.16,0.00,31,0
102.16,0.00,28,0
102.16,0.00,28,0
102.16,0.00,25,0
102.16,0.00,22,0
102.16,0.00,20,0
102.16,0.00,20,0
102.17,0.00,18,0
102.17,0.00,16,0
102.17,0.00,14,0
102.17,0.00,12,0
102.17,0.00,10,0
102.17,0.00,10,0
102.17,0.00,9,0
102.17,0.00,8,0
102.17,0.00,8,0
102.17,0.00,7,0
102.17,0.00,7,0
102.17,0.00,6,0
102.17,0.00,5,0
102.17,0.00,5,0
102.17,0.00,4,0
102.17,0.00,3,0
102.17,0.00,3,0
102.17,0.00,2,0
102.17,0.00,1,0
102.17,0.00,1,0
102.17,0.00,0,0
102.17,0.00,0,0
102.17,0.00,0,0
102.17,0.00,0,0
102.17,0.00,0,0
102.17,0.00,0,0
102.17,0.00,0,0
102.16,0.00,0,0
102.16,0.00,0,0
102.16,0.00,0,0
102.16,0.00,0,0
102.16,0.00,0,0
102.16,0.00,0,0
102.16,0.00,0,0
102.16,0.00,0,0
102.16,0.00,0,0
102.16,0.00,0,0
102.15,0.00,0,0
102.15,0.00,0,0
102.15,0.00,0,0
102.15,0.00,0,0
102.15,0.00,0,0
102.15,0.00,0,0
102.15,0.00,0,0
102.15,0.00,0,0
102.15,0.00,0,0
102.15,0.00,0,0
102.15,0.00,0,0
102.15,0.00,0,0
102.14,0.00,0,0
102.14,0.00,0,0
102.14,0.00,0,0
102.14,0.00,0,0
102.14,0.00,0,0
102.14,0.00,0,0
102.14,0.00,0,0
102.14,0.00,0,0
102.13,0.00,0,0
102.13,0.00,0,0
102.13,0.00,0,0
102.13,0.00,0,0
102.13,0.00,0,0
102.13,0.00,0,0
102.13,0.00,0,0
102.12,0.00,0,0
102.12,0.00,0,0
102.12,0.00,0,0
102.12,0.00,0,0
102.11,0.00,0,0
102.11,0.00,0,0
102.11,0.00,0,0
102.11,0.00,0,0
102.10,0.00,0,0
102.10,0.00,0,0
102.10,0.00,0,0
102.10,0.00,0,0
102.09,0.00,0,0
102.09,0.00,0,0
102.09,0.00,0,0
102.09,0.00,0,0
102.08,0.00,0,0
102.08,0.00,0,0
102.08,0.00,0,0
102.08,0.00,0,0
102.06,0.00,0,0
102.06,0.00,0,0
102.06,0.00,0,0
102.06,0.00,0,0
102.05,0.00,0,0
102.05,0.00,0,0
102.03,0.00,0,0
102.02,0.00,0,0
102.02,0.00,0,0
102.00,0.00,0,0
102.00,0.00,0,0
102.00,0.00,0,0
102.00,0.00,0,0
102.00,0.00,0,0
102.00,0.00,0,0
102.00,0.00,0,0
102.00,0.00,0,0
101.97,0.00,0,0
101.97,0.00,0,0
101.97,0.00,0,0
101.97,0.00,0,0
101.96,0.00,0,0
101.96,0.00,0,0
101.96,0.00,0,0
101.96,0.00,0,0
101.95,0.00,0,0
101.95,0.00,0,0
101.95,0.00,0,0
101.95,0.00,0,0
101.94,0.00,0,0
101.94,0.00,0,0
101.94,0.00,0,0
101.94,0.00,0,0
101.93,0.00,0,0
101.93,0.00,0,0
101.93,0.00,0,0
101.91,0.00,0,0
101.91,0.00,0,0
101.91,0.00,0,0
101.91,0.00,0,0
101.90,0.00,0,0
101.90,0.00,0,0
101.90,0.00,0,0
101.90,0.00,0,0
101.89,0.00,0,0
101.89,0.00,0,0
101.89,0.00,0,0
101.89,0.00,0,0
101.88,0.00,0,0
101.88,0.00,0,0
101.88,0.00,0,0
101.88,0.00,0,0
101.87,0.00,0,0
101.87,0.00,0,0
101.87,0.00,0,0
101.87,0.00,0,0
101.85,0.00,0,0
101.85,0.00,0,0
101.85,0.00,0,0
101.85,0.00,0,0
101.84,0.00,0,0
101.84,0.00,0,0
101.84,0.00,0,0
101.84,0.00,0,0
101.83,0.00,0,0
101.83,0.00,0,0
101.83,0.00,0,0
101.82,0.00,0,0
101.82,0.00,0,0
101.82,0.00,0,0
101.82,0.00,0,0
101.81,0.00,0,0
101.81,0.00,0,0
101.81,0.00,0,0
101.81,0.00,0,0
101.80,0.00,0,0
101.80,0.00,0,0
101.80,0.00,0,0
101.80,0.00,0,0
101.79,0.00,0,0
101.79,0.00,0,0
101.79,0.00,0,0
101.79,0.00,0,0
101.77,0.00,0,0
101.77,0.00,0,0
101.77,0.00,0,0
101.77,0.00,0,0
101.77,0.00,0,0
101.77,0.00,0,0
101.77,0.00,0,0
101.77,0.00,0,0
101.75,0.00,0,0
101.75,0.00,0,0
101.75,0.00,0,0
101.75,0.00,0,0
101.74,0.00,0,0
101.74,0.00,0,0
101.74,0.00,0,0
101.74,0.00,0,0
101.74,0.00,0,0
101.74,0.00,0,0
101.74,0.00,0,0
101.73,0.00,0,0
101.73,0.00,0,0
101.73,0.00,0,0
101.73,0.00,0,0
101.72,0.00,0,0
101.72,0.00,0,0
101.72,0.00,0,0
101.72,0.00,0,0
101.72,0.00,0,0
101.72,0.00,0,0
101.72,0.00,0,0
101.72,0.00,0,0
101.71,0.00,0,0
101.71,0.00,0,0
101.71,0.00,0,0
101.71,0.00,0,0
101.71,0.00,0,0
101.71,0.00,0,0
101.71,0.00,0,0
