8,7552
100.78,7552
100.78,7552
100.78,7552
100.78,7552
100.78,7552
100.78,7552
100.78,7552
100.78,7552
100.78,7552
100.78,7552
100.78,7552
100.78,6865
100.78,6865
100.78,6865
100.78,6865
100.78,6865
100.78,6865
100.78,6865
100.78,6865
100.78,6865
100.78,6865
100.78,6865
100.78,6865
100.78,6865
100.78,6865
100.78,6865
100.78,6865
100.78,6865
100.78,6865
100.78,6240
100.78,6240
100.78,6240
100.78,6240
100.78,6240
100.78,6240
100.78,6240
100.78,6240
100.78,6240
100.78,6240
100.78,6240
100.79,6240
100.79,10072
100.79,10072
100.79,10072
100.79,10072
100.79,10072
100.79,10072
100.79,10072
100.79,10072
100.79,10072
100.79,10072
100.79,10072
100.79,10072
100.79,10072
100.79,10072
100.79,10072
100.79,10072
100.79,10072
100.79,10072
100.79,9156
100.79,9156
100.79,9156
100.79,9156
100.79,9156
100.79,9156
100.79,9156
100.79,9156
100.79,9156
100.79,9156
100.79,9156
100.79,9156
100.79,9156
100.79,9156
100.79,9156
100.79,9156
100.79,8323
100.79,8323
100.79,8323
100.79,8323
100.78,8323
100.78,8323
100.78,8323
100.78,8323
100.78,8323
100.78,8323
100.78,8323
100.78,7566
100.78,7566
100.78,7566
100.78,7566
100.78,7566
100.78,7566
100.78,7566
100.78,7566
100.78,7566
100.78,7566
100.78,7566
100.78,7566
100.78,7566
100.78,7566
100.78,7566
100.78,7566
100.78,7566
100.78,7566
100.78,7566
100.78,6878
100.78,6878
100.78,6878
100.78,6878
100.78,6878
100.78,6878
100.78,6878
100.78,6878
100.78,6878
100.78,6878
100.78,6878
100.78,6878
100.78,6878
100.78,6878
100.78,6878
100.78,6878
100.78,6878
100.79,6252
100.79,6252
100.79,6252
100.79,6252
100.79,6252
100.79,6252
100.79,6252
100.79,6252
100.79,6252
100.79,6252
100.79,6252
100.79,6252
100.79,6252
100.79,6252
100.79,5683
100.79,5683
100.79,5683
100.79,5683
100.79,5683
100.79,5683
100.79,5683
100.79,5683
100.79,5683
100.79,5683
100.79,5683
100.79,5683
100.79,5683
100.79,5683
100.79,5683
100.79,5683
100.79,5166
100.79,5166
100.79,5166
100.79,5166
100.79,5166
100.79,5166
100.79,5166
100.79,5166
100.79,5166
100.79,5166
100.79,5166
100.78,4696
100.78,4696
100.78,4696
100.78,4696
100.78,4696
100.78,4696
100.78,4696
100.78,4696
100.78,4696
100.78,4696
100.78,4696
100.78,4696
100.78,4696
100.78,4696
100.78,4696
100.78,4696
100.78,4269
100.78,4269
100.78,4269
100.78,4269
100.78,4269
100.78,4269
100.78,4269
100.78,4269
100.78,4269
100.78,4269
100.78,4269
100.78,4269
100.78,4269
100.78,4269
100.78,4269
100.78,4269
100.78,4269
100.78,4269
100.78,3880
100.78,3880
100.78,3880
100.78,3880
100.78,3880
100.78,3880
100.78,3880
100.78,3880
100.78,3880
100.78,3880
100.78,3880
100.78,3880
100.78,3880
