100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.80,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
100.79,0
